nose_x,left_eye_x,right_eye_x,left_ear_x,right_ear_x,left_shoulder_x,right_shoulder_x,left_elbow_x,right_elbow_x,left_wrist_x,right_wrist_x,left_hip_x,right_hip_x,left_knee_x,right_knee_x,left_ankle_x,right_ankle_x,nose_y,left_eye_y,right_eye_y,left_ear_y,right_ear_y,left_shoulder_y,right_shoulder_y,left_elbow_y,right_elbow_y,left_wrist_y,right_wrist_y,left_hip_y,right_hip_y,left_knee_y,right_knee_y,left_ankle_y,right_ankle_y
642.8999226888029,620.2661768595385,644.398109436036,626.4637491135378,644.2448672340038,610.965025038947,645.6028456915001,601.3326132638122,655.9291737874357,609.6363496326272,655.0504840669187,606.7744493030374,635.528979710171,612.2002596173976,666.3210856119799,580.5203029087619,677.6404913039443,708.0730034964434,698.9455108642587,706.0032156081435,705.6262072608594,707.2215881347665,726.770633152554,731.3998667399097,757.3251538957878,767.8031623477037,777.1772766113291,780.7540050688253,787.9982081821996,786.2761768159422,818.7147819882357,799.9320082891566,837.4059397379568,846.009986514138
647.6578899565205,638.3981159755169,647.6482006254658,635.0244384039024,652.3589724586132,619.3262914021818,651.0884860810787,607.8663831438345,663.1671178908583,610.9227095104407,660.8669513520748,609.3933614095059,638.840247381302,614.6273429507308,670.6543978736522,593.3804077875054,678.697310674759,708.5803858439136,702.1139286586225,705.9902071271632,706.2867471604129,708.4370138985779,726.0541817801349,731.1124899727967,755.6575339181092,768.4496830531539,773.693717956544,781.236330304828,787.2032085600363,786.6873408726293,806.4319225492941,798.9922754196904,830.9332522437696,846.1820460728247
657.9565153576087,639.2139496576226,656.1847926548558,641.9962525140679,659.1326439267121,626.4713370913558,655.8695729573576,613.2227863130123,669.355254400345,611.7323939005541,664.8922914777492,610.8759013584689,640.0186458769307,617.0321004958388,673.9270593552371,605.1164151146306,680.1409236363011,709.81925274077,703.5804319835853,706.9856923421233,706.792138599215,709.4201278686533,725.0464048839759,730.7542023431696,753.9694965907515,769.084223429363,769.9739151000986,781.8722635904958,785.6117422921327,785.8965359642402,797.2366144089482,798.4300188337063,824.0681479317811,846.3666171119338
664.3201461065391,635.367967151461,664.899702526275,647.0569737752287,664.3212527320507,631.6041706630169,659.8513445172999,617.3124066307439,674.5519140334366,613.7985127766934,667.6383952186229,612.30168188186,640.4674493698855,621.3072117396771,676.7542324974431,611.2137783595501,681.5105547223781,709.8615570068368,702.700851077126,707.252610342844,706.7431949433835,709.6834542410724,723.7609173002706,729.8181046985454,750.9944120134635,767.2051540556417,765.5264739990243,775.6304027012426,783.0967879522425,783.9895993187324,791.0535503569113,797.9158623105014,819.5348735990989,846.9160127185651
668.4000229608454,643.0565872192391,667.1222643171046,650.7209065755217,667.6401639665884,635.7460639590316,664.5136126563671,619.4354843866265,678.144826253256,615.1968827020562,668.6350148518889,614.7842022123798,641.2604529971176,625.6780769711456,678.8829280308323,607.6969791594014,682.3245667957133,708.1814099266425,703.0539677937834,706.7191808791397,705.891766866049,708.9677367437463,721.9746678670257,729.9691757928766,750.3564035324833,767.1994963146401,762.763430640812,771.1950007847387,779.4830743698856,780.4104040236709,790.8712187267495,797.5372031075624,818.1713082449787,846.8306136358362
668.0977149236778,654.7049495152073,669.3568115234383,652.1600559779583,669.5523416428347,637.3300672258657,668.9500547136588,620.1288295927509,680.845741635278,616.5149103800463,668.5898555573972,617.3230100359243,642.9610857282374,631.9307556152352,681.0301593598874,603.4551916576575,682.928010486422,707.4248146783747,704.4939727783212,704.6802560715457,704.2061647687649,706.7330583844875,720.0889543805812,729.9242949712853,748.0909670875195,768.1333338419606,759.5154255458297,767.8649368286143,776.2740231468574,777.6578957693928,795.3178413027819,797.4066430954716,819.9113936651331,847.0127854120175
666.2973956153514,664.8865301949645,671.3236345563624,652.2031507946205,669.4591714768192,637.6118218558183,671.5279726300929,619.606634594146,681.999080839612,617.352591378349,667.8857668922069,619.9755775814973,645.9331000191833,635.8717429751449,682.103690374466,609.0682858058392,682.7438201904305,705.3343469528934,703.3050362723224,702.737689426968,701.2811511811765,703.3755936395563,716.9707826886867,727.4927753266843,743.8226205734989,764.2396160307394,757.9414985293444,764.7703494117384,773.4017050606874,775.0738321940114,792.974607195174,797.9319436209553,817.066400437129,847.0293077741361
663.8528015500032,671.4717894054603,669.4958245413652,651.0401738484709,668.2531629289908,636.7438950311578,672.0671811785026,618.7463062831341,682.4683485485267,618.8545646667488,668.7486879257938,621.5943113054556,647.5573712303533,635.131398518881,680.6423881167466,612.1937551952551,682.7830178397052,701.9079882303882,700.3974881853385,698.9287338256845,697.3753916422535,699.0805068243126,713.4016927083343,723.2960263206854,738.7711021786654,758.5820911952437,752.6515081496475,762.0273281279074,770.5114433651888,772.1146581740616,785.9396420433418,797.0401168096644,816.6898542131706,846.4477001371848
660.929750714984,665.1951824369893,668.3858006795256,648.6223991030746,665.9688706170953,634.9449877057765,671.6077717372358,617.8388582865405,681.9209641956156,620.0523160298674,669.6230575924836,623.5194327944808,648.8119230724524,633.8225362868544,677.1190723237545,615.611115955172,682.6395859491266,697.2096910022562,698.1032856532514,695.4975880214155,693.1794582548604,694.275410243444,709.4358531406957,718.6472629365476,733.0576458885565,752.3414372035445,746.6667138962528,760.8375505719875,766.839362008232,768.9439660935185,782.246348063152,796.6071058000847,816.6002989269448,845.3453754243407
657.443353743781,661.5783513387053,665.672410510836,645.4009722755077,662.9580401466014,632.3408014206667,669.2409508114778,617.7890352521632,680.6741402035676,620.5676509312228,669.3919245402027,624.7669514247357,649.3297039213643,632.4016865321576,672.3845363798604,616.7882270812996,682.3036615280887,691.3585355849501,692.886738368444,690.6181775047673,688.2173225766145,689.0461229596827,704.9322389875148,712.68609401158,728.1584022158677,746.0374468848828,741.9691656203506,753.8172476632263,763.0355369931185,764.7935231526702,778.0499689011357,795.5018971761077,817.1813456217458,843.6597667875754
654.7592253912071,657.6416731334876,661.9710013979966,642.4509546189089,659.7276883806509,629.4055579049254,666.7905418759309,617.613945007325,677.7886381603431,620.022374834334,668.6485862731942,625.7004427228663,649.2359092349105,630.1630132766005,666.7751737322135,615.2150931585411,680.717572893416,686.6149931408119,687.0798034667977,685.1187733241499,683.2289276123056,684.1174741472526,700.6067039853059,707.3248123895563,724.5520658947182,739.7295848301488,740.5409131731316,749.5065917968759,757.947022210985,758.6051715669187,776.5756261916397,792.8146296909888,816.7467665899378,838.7760249546607
650.6144445510146,655.0637054443367,658.1315714518237,639.5841111682718,656.9259959629612,626.7060873849059,664.4551213582365,617.6073319571367,674.4597999936067,619.7149442036954,666.353804088775,626.0666144234801,649.8078079223641,629.0163410731733,663.5924748012005,615.1057328723733,677.213172549294,682.5340267363057,683.1321436564136,678.6109924316414,678.4309267316554,678.9443057832273,696.7631476266052,701.9353416079575,721.155646551224,733.2800507318416,739.6432858421698,745.7402409144819,752.0267915271587,752.8346339634496,775.2725423177093,787.4692775181371,816.8941759381986,831.3624122256335
649.1443990071623,652.2260219029026,655.6352589925139,637.5874844505681,654.4206561133983,625.3468409946995,662.4176810128357,617.73595519293,671.2117400396446,619.8356742858895,665.1852680387959,625.9397891816647,650.4138910202761,629.7870628720245,662.8240360078366,615.7779626392191,672.6476440429695,678.2429286411839,678.8672619774236,673.3686359950483,674.126496087938,674.5275980631519,692.93763551258,696.7905375162769,718.7036528814416,726.6595128377288,740.2160677228665,742.2418423607245,746.9213881719689,747.7790549142029,774.5081678118033,781.6272335960762,817.0309266589946,821.6530216762008
651.1289934430812,648.557052249001,653.5441018967409,636.5724883306602,653.2983536493218,625.3863768804649,659.9057747977129,617.2214508056649,667.4625411260704,619.8356742858895,665.2200495402027,625.2514270600826,650.0431932721827,631.0288096836642,663.5354654221316,615.6804978506914,666.3984578450529,675.8282492501404,676.0905659993498,667.9406396775026,670.2560951596223,670.4939749581482,689.5599528721409,691.3638807024283,719.2884848458435,720.2042926606687,740.2675094604501,737.8756851922907,743.3187175932394,744.0702994210388,774.0507114955367,776.3531414213644,816.9994564964668,812.5974687848782
652.5288260323669,652.8781385875892,653.7603109450575,636.5638696579714,653.1150356474385,626.347592671713,658.9152730305998,618.148010980516,664.3646371024004,,666.0934437343061,624.9768894740521,649.4505709693553,631.8084368024562,665.3697328113383,616.285263606481,659.9358182634635,672.4724415370405,678.4785759335481,664.937058221727,666.675215584892,666.8651762462806,686.1055846441368,687.3040804181788,715.3808488391704,714.5565192812974,,731.0277404785165,739.7644820440393,740.5542529878171,773.8315226236989,770.9705251057952,816.3814791724806,805.2538851783399
654.1511299496614,,654.8538451421837,637.444877987817,653.9530508858825,627.9323200044186,657.8203335716619,620.3073120117195,662.8443327404212,,667.391395932153,624.6261207943879,648.1038200741731,631.8301831200017,667.7772285824739,616.3674298241033,654.9800207955506,667.0850960867754,,661.0235432216108,662.4020342145656,662.7858766828273,681.5753326416025,682.7869589669373,709.8334528605152,711.0057754516611,,727.382606869653,736.2161756243033,736.4907008579809,774.1201804024842,764.2891882033584,815.6863359723783,798.2063162667421
655.8191139584504,667.5039698282886,656.7050185430626,639.4245118640725,655.8084411621102,629.7187732514889,657.9893024989545,622.8008079528817,661.8710850306928,,669.4851175944019,624.5837082635796,646.7816409156444,629.8575632004519,668.765191941035,616.2174110412606,651.1070051647376,662.0293386550185,682.6662343343107,656.2151968819762,657.6192020234616,658.1290228707458,676.4328130086271,678.2958366757356,702.6663029988616,707.5433985392261,,725.7608918689555,730.9127778552837,730.4149998256148,771.081299554735,756.1925484793536,812.9053490048373,791.8469216482989
658.8415996006565,675.0504786173511,659.2120230538512,641.6868398757216,658.1042313348688,631.4076341901514,658.190461658297,624.9009611947204,661.8678341820134,,669.4972250802184,624.2650829496845,645.515300569081,629.0576633271725,669.6857528686531,615.8444951375334,648.365431649345,654.6751505533863,689.1319347563252,651.0596328008751,652.0762692406072,653.0388783046186,671.0298516409746,672.979524158297,697.5134869530096,704.0516204833993,,724.358915783111,723.8716852097293,723.8627123151515,766.7206711542049,746.2601296561114,808.4808284214575,786.65429760161
662.2850857689275,677.2314827328645,661.9126583281026,644.1527208600734,660.6253367832737,632.9709498087573,659.1838229951412,626.0252958025259,662.380665370397,,668.0556876772935,623.6437337966199,644.5224391392306,626.9816560291116,668.9298789614732,614.0496001470665,647.1092598324738,647.7417758760006,683.2989149547767,645.5727473667698,646.8904807681138,648.2650535220199,665.5071276710155,668.1463684808649,692.9561684018098,700.2171500069763,,722.647715977261,718.0777231852222,717.9870154971177,761.2174152192625,739.0567619687044,801.6414736793165,782.1015276227688
664.5557781401143,672.33953457787,664.5668861752473,646.4751383463549,663.4915586199087,634.8931928362173,660.1744631812694,625.0241481236058,661.7945178803952,,665.9938637869707,622.8793970743823,644.1303721836643,624.571450733004,666.4575260707319,613.7608108520516,644.812293643044,644.5909649076924,669.4180207025446,642.1703814551952,641.9896708897189,643.4576808384494,660.2969974336179,663.2414252871566,693.0288852510007,696.3834257579994,,723.2650095621754,713.2377348400306,714.4608452206575,756.1803901309069,734.0275006975455,794.917215983074,779.6576000395285
666.2785190400631,669.9332638695134,666.6576872326087,648.7701619466154,665.7210330054883,637.2975442068926,660.7630647931788,625.9000567481639,661.7300011771074,,665.6583073933928,622.1767796107708,643.6877034505217,623.6151213873007,662.3805789039257,612.8986600240079,641.2256520589201,641.8228545415977,653.0094993228013,639.4703514462434,638.1856039138075,639.9065141223734,655.8068702334458,659.0347177414675,688.1252121698298,691.9860596429743,,717.5144675118592,708.7374267578133,710.975861322313,752.4844716389983,731.6797216506241,786.175807407925,777.8371538434719
668.0436942690902,668.305223010836,669.4105718703505,650.7711806524376,667.4492914109012,639.2290162586038,661.1154734293629,626.9930710565484,662.6956896100734,,667.5685806274422,622.2348534720293,643.5794368925557,623.826115562803,658.0576299031584,611.1900899977919,637.3701066516703,639.1148227510006,638.3241965884262,636.8379803612127,635.4192359561019,637.3018882388168,652.4811870030003,655.8608703613289,682.078756786529,688.8799765450623,,712.5843593052465,705.2697492327018,708.2992030552464,750.6665729341063,731.9587235223688,780.2094029017867,776.8069247291212
669.4862576439275,667.9980922880635,671.2144237699971,652.6493119739359,668.7549354916536,641.058760506767,662.0783346266982,627.5623521350686,664.584248134069,,670.0986277262379,622.8510357084735,643.2608904157374,625.174741835822,654.1254047212155,611.2775508335666,633.4005995250891,637.1975264776329,630.2572134108779,634.9761734008797,633.3028677077529,635.4072258358918,650.0174291701552,653.831209818523,677.5843309674952,687.9759881155841,,705.8950177147284,702.7479553222665,706.3072575160444,747.3467886788513,732.9503188360314,772.2609688895099,777.2961919875381
670.6358439127613,669.5545519874217,672.2094701131193,654.0244910830552,669.750034150624,642.4638214111336,662.9938408987871,628.9909355526887,667.462450299945,,673.2560410272516,623.5223730178114,642.6824656895237,629.8283804030654,652.6094770885658,612.9272281101779,630.8798726399747,636.3194125947506,633.7036507016145,633.145678928921,631.7027624221083,634.3324882870636,648.41362580799,652.8146874564043,674.6050654820042,689.3573721022842,,697.5310905093247,700.0410010928208,703.6962033226386,743.199706304642,733.5171893891843,762.5118669782375,777.9435105096736
671.5850750151143,669.9347192673464,672.3709546043768,654.9669185820088,670.2495952787862,643.4625200544093,664.2585216703877,630.1935065133239,669.3866380964015,,675.3961043584923,624.0860897245869,642.1462260655003,633.1658314296186,651.9727554321297,612.4488627115893,629.7205959501729,634.4888690766842,633.1604018438438,630.8284654163186,629.8521099998845,633.0532153901607,646.6450794764936,652.3738603137797,671.3018907819484,688.8950980050232,,690.8981759207597,698.721234276182,701.5936221168164,736.6176409040188,734.6667262486059,757.1053946358826,778.5085906982431
672.0331086658305,669.6812744140633,672.4213471185601,655.4998931884775,670.8551508585621,644.4674849737266,665.6147264753077,630.8184487479082,670.937789916993,,676.7987540108825,625.0497974214107,641.3237264724013,635.9202223278235,651.9249681745265,615.3320472353988,629.4456027802975,631.5018503098269,633.5225677490242,628.4823989868172,626.9383762904585,630.3612118675603,643.5847956339526,650.6140020461318,668.8869189307811,686.8411719912583,,690.4691082182393,695.4665491013309,699.1413835797999,728.5249524797721,733.6236950102316,751.8820103236617,778.1254228864407
672.5560862223316,,672.2631483532142,655.8605393909281,671.1939831688298,645.6001775832411,666.7126650129054,632.6973143078039,670.9425426664815,,678.4283105759401,626.2903981890005,641.4462847028468,638.2603552682067,651.3092335292279,618.6618372599291,630.6980805169976,627.3514531453459,,623.720898946127,623.043385460264,626.3801254999078,639.6129637218665,647.1029797508611,664.263847351075,681.1527128673744,,689.3003965105338,690.9685748872312,695.1044369652167,720.5838514055533,731.2513086228153,747.00808279855,775.1101154145749
673.1008467901329,,672.99954877581,656.2482234409886,671.4899295625241,645.72964949835,667.5820766630635,634.4263000488289,671.5174564179928,,678.7741568429137,628.3574131556927,643.3642643519818,638.6111907958992,650.0222520374124,622.4603629339317,633.477093651182,624.7139242263075,,619.4384758358917,618.1845902942483,621.4689410981686,634.8257678803951,642.2502601260238,658.8317703973688,673.7181269327808,,694.723550342379,685.9989653087806,691.1264444986988,714.0991138276609,728.4834892636262,745.5873434884217,769.8601284935371
673.8370299566368,,673.557920910064,656.705733163017,671.8396174112964,645.8194343930207,667.8084204537536,635.7457231794093,672.4354040963318,,679.5309993198948,630.3789258684438,645.8598487490708,638.8274739583342,648.3291538783491,628.6439087277375,636.3649916875938,619.6013906569716,,614.3923158191507,613.0944994971874,616.0759884062276,629.6262490408769,636.6255039033443,653.8624460129519,667.6624403454017,,687.5456655593154,681.9193987165187,687.4252500988197,710.258565993537,724.2943100702204,741.304726010278,763.465826851982
674.391521272206,,674.1084710984011,657.5562373570042,672.4672233944856,646.208433242072,667.8035398210806,637.6652810232988,673.2549107869474,,,632.7092632112057,648.6747211274654,640.1578390938903,648.5781141008657,635.0079016912559,640.0515365600594,614.8929243541907,,609.0140577043813,608.0482057843897,610.9707416352779,624.4736891246985,630.704516819546,649.1407648722338,662.0990397135424,,,677.3346550351106,682.1050814674023,707.0098571777353,718.3206532796232,734.0839066278376,754.3106994628915
